first,tempo,scale,chroma_stft,zero_crossing_rate,rolloff,spectral_centroid,spectral_bandwidth,rmse,dance,percentile_10,percentile_90,dynam_comp
77,60,0,0.4093031883239746,0.01573142499480687,916.234591425518,611.2345144510026,1161.942913321567,0.07596953213214874,0.9570866227149964,43.6669620513916,120.1619979858398,4.442020416259767
78,80,1,0.3511266112327576,0.01762977673171848,1077.685010582832,687.4300901866849,1237.134886682466,0.0792766734957695,0.9218897819519044,22.92061710357666,119.3994689941406,4.709845066070557
79,100,0,0.4029333293437958,0.02014608134920635,1377.438759016712,814.5710059415959,1212.515296096859,0.08274238556623459,0.928739368915558,33.83306121826172,125.0038528442383,3.842917442321777
80,120,1,0.3719050884246826,0.01905784500904013,1311.78693018922,828.3002861096187,1376.089236981267,0.1034700348973274,0.8905836939811707,58.59543914794923,185.7572387695313,3.671357154846192
81,140,0,0.3589929044246674,0.02987452012619256,3555.695535782153,1703.624689004112,2418.658046217093,0.09547968953847884,0.8841555714607239,61.68412780761719,140.4579696655273,3.749056816101074
82,60,1,0.2897050082683563,0.04141679504107981,2898.904311900997,1732.391365312635,2231.376947633307,0.07493461668491364,0.8214430809020996,5.221761798858641,130.1929290771484,7.460709571838379
83,80,0,0.4452585875988007,0.01179729315792868,681.1330734674859,490.2243957927377,1124.588463048167,0.07816172391176224,0.9466362595558168,33.52212257385254,136.8931213378907,6.079929351806643
84,100,1,0.4091643095016479,0.01438924262734584,774.2429131957373,527.5804989543985,980.8317391576736,0.09818118065595627,0.934590220451355,60.40931625366211,132.5722900390625,3.209779262542725
85,120,0,0.3785761296749115,0.0213514069524727,1537.617276862759,899.8671626501758,1442.912986968088,0.07216183841228485,0.9654284715652466,26.61330757141113,100.1685356140136,3.882380485534668
86,140,1,0.3715713918209076,0.01972202465623519,1396.527585730089,887.1784561058746,1470.997402768867,0.09951146692037582,0.9528594613075256,68.75839080810547,142.3721069335937,2.482765913009644
87,60,0,0.3694905042648315,0.02841137765020351,1495.240405697591,1193.555309310975,1597.135438636659,0.06510373204946518,0.9528173804283142,25.26333770751953,95.97374572753908,7.797216892242433
88,80,1,0.3454228341579437,0.02597822934791615,2985.333309600248,1501.074196556234,2261.691338001878,0.0794467031955719,0.908158540725708,47.50527381896973,111.9044509887695,3.610925674438477
89,100,0,0.5172148942947388,0.01327285729832253,897.4935158970433,573.1062142527572,1179.430510031176,0.08536367863416673,0.9376627206802368,45.21499786376953,124.0905822753906,3.704602956771851
90,120,1,0.4220159649848938,0.01871675167269935,1444.505997450019,842.137224536288,1455.352757374035,0.08485905826091766,1.00138258934021,16.17708339691162,115.6921630859375,3.955442905426025
91,140,0,0.4655673205852509,0.01604570025075019,1112.542927323968,697.1270160683058,1343.148657036499,0.09939780831336976,1.000994205474854,51.34211730957031,127.9491432189941,3.140289306640625
92,60,1,0.4027518630027771,0.02071106601841681,1667.673932582651,1132.783543186054,1750.8709959245,0.04682105034589768,1.115157723426819,13.91654014587403,72.83935241699218,9.62650203704834
93,80,0,0.3940096795558929,0.08295137702074867,4874.299470925633,2717.500038488319,2676.448841574791,0.05251699686050415,0.9466906785964966,5.257167339324951,86.51490020751953,7.134939670562744
94,100,1,0.3738743364810944,0.02156153789429051,1671.463687313357,913.5084543719507,1465.49557530936,0.07289215177297592,1.023708701133728,36.25426063537598,85.1145866394043,2.958950996398926
95,100,0,0.3631585538387299,0.02178734664194851,1578.624720006556,924.1736339080658,1514.960326526169,0.07969123125076294,1.091571092605591,53.52570343017578,92.49884414672852,2.179878950119019
96,140,1,0.5177539587020874,0.02633006904566585,2612.708396230177,1489.947243261021,2090.986573952136,0.08997563272714615,0.9801556468009948,27.53329544067383,133.2479309082031,6.032339096069336
97,60,0,0.3514931797981262,0.03633427497684714,3795.427441088611,1960.999794084089,2722.968406971468,0.04742031171917915,0.9926940202713012,1.498829591274261,69.02800903320312,6.937198638916018
98,80,1,0.299869030714035,0.02287922907953183,1605.02369281708,970.3113339483788,1511.317268354297,0.05695866420865059,0.9942329525947572,35.50887527465822,69.68668670654297,3.207168579101562
99,100,0,0.3664495944976807,0.02798837829009576,2961.681673933692,1487.038118992248,2085.524744218315,0.068657286465168,1.021301507949829,31.51626605987549,84.63955688476562,3.360281229019165
100,120,1,0.3611306846141815,0.0513295867695309,5123.516184371675,2429.073836334484,2953.136669019828,0.06393223255872726,0.909086048603058,22.86703987121582,85.34936065673828,3.574331760406494
101,140,0,0.4015166163444519,0.03571446179939258,3877.287781368315,1967.013967486881,2590.967753584425,0.07388398796319963,0.9586914777755736,23.01496543884277,101.7759841918945,3.692983388900757
102,60,1,0.2835917174816132,0.0288073404189914,2765.426697655385,1440.664748386296,2137.998952765266,0.05507562682032585,0.9642869830131532,29.36881008148193,66.19803009033203,3.106602668762207
103,80,0,0.3818499743938446,0.01140154545788961,436.1542848062565,351.0172937455698,761.9118837631578,0.09921985864639282,0.9622222185134888,68.42017440795898,140.094563293457,3.088080644607544
104,100,1,0.3726372718811035,0.01325682616370055,602.0019104803494,431.8102515904894,738.7633099186796,0.1144693195819855,0.9559836983680724,93.49278259277344,151.6156127929688,2.439241647720337
105,120,0,0.3729694485664368,0.01445287903541464,816.3182782828239,556.3608540969949,878.9697097621288,0.1070047691464424,0.8342086672782898,58.41215896606445,158.5729888916016,3.717616081237793
106,140,1,0.3495188355445862,0.01774437954595548,850.3679068367641,643.8800913920934,951.8647330486752,0.1451837867498398,0.8477089405059814,119.4530395507813,233.7357513427735,3.583546876907349
107,60,0,0.3226651847362518,0.01657796965950652,1060.687725360577,724.8710265601883,1137.267034853203,0.0838477835059166,0.9026594161987304,53.58579063415527,117.4093788146973,3.989659547805786
108,80,1,0.3373259305953979,0.01486227565961785,1314.385265440453,783.9034315121395,1363.624298001497,0.09114997088909148,0.8633888959884644,57.80112228393555,125.4357635498047,3.34907054901123
109,100,0,0.3702432811260224,0.0129322585860931,594.3826798388168,430.5432450672946,783.4424530377669,0.1218090131878853,0.8986522555351257,73.8542053222656,184.0266021728516,3.18552303314209
110,120,1,0.4447397887706757,0.01197645013434487,731.7559072832373,506.2515444874451,957.7069541325284,0.1162370517849922,0.937322735786438,52.12884902954102,175.4871063232422,4.229689121246338
111,140,0,0.3583614528179169,0.01719056912297754,1010.040828000972,701.8801432200122,1142.327926508131,0.1183231621980667,0.8137500286102295,12.1053524017334,194.7885284423828,4.548418521881104
112,60,1,0.2897225916385651,0.02344133718074656,1298.421833221925,1024.186658425092,1415.533144402376,0.07266879826784134,0.9642385244369508,9.655357360839844,114.5603141784668,9.051520347595217
113,80,0,0.3134513795375824,0.01632462686567164,1377.267972372058,774.6670334152817,1353.379114189751,0.107730083167553,0.880970299243927,69.29629516601561,155.3571472167969,2.769819974899292
114,100,1,0.3973230123519897,0.0142710113960114,736.5022860642662,511.5853403086011,828.7979775172691,0.09587237238883972,0.8731225728988647,38.96619338989258,148.7607635498047,4.305082321166991
115,120,0,0.3968462646007538,0.01285593072737201,750.7365258204361,497.1134086412967,824.205475231399,0.1283697187900543,0.8792986869812012,91.57225952148436,179.048681640625,2.857502460479736
116,140,1,0.5435239672660828,0.02814811900654326,2437.39635178688,1460.535280943207,1887.095949795041,0.08284072577953339,0.9426135420799256,36.38175506591797,176.8679351806641,6.655066967010497
117,60,0,0.310358464717865,0.01406849482582046,1000.538255743305,642.8255708557667,1149.514123387032,0.08551479876041412,0.952681601047516,59.76029090881347,111.8109466552734,3.325125217437744
118,80,1,0.3164111375808716,0.01750217318427044,1126.581088429275,746.8718601552167,1104.876543701159,0.07783616334199905,0.8380536437034607,10.30991325378418,131.9261566162109,6.514886856079102
119,100,0,0.370853066444397,0.01926021736691985,2208.082165697907,1182.056727456287,1693.066669718173,0.105380654335022,0.8981334567070007,34.32456130981446,171.3434326171875,4.390339374542236
120,120,1,0.3482739627361298,0.01887838691354257,2658.93440779491,1262.996237149444,1986.313632591965,0.1215256303548813,0.896274745464325,91.2177230834961,163.6415771484375,1.774528384208679
121,140,0,0.362135648727417,0.01780293592143326,1544.06841292169,920.0816665310707,1403.005038292978,0.124085322022438,0.8611974120140076,79.60893707275393,177.5072723388672,3.522161960601806
122,60,1,0.2680172026157379,0.02409196333451705,3170.540142668833,1555.397412882927,2174.577478983967,0.07539695501327515,0.8520804643630981,47.44009399414063,113.8230285644531,3.903972864151001
123,80,0,0.4717676341533661,0.009620981096191366,411.9520619877048,320.8734411463255,822.1132590255256,0.08515924215316772,0.898824155330658,34.95257301330567,132.7664718627929,5.825170993804933
124,100,1,0.436828076839447,0.01151809704441283,599.2376006810011,469.8425202808975,926.9516515019592,0.0907396525144577,0.8815374374389648,45.34360580444336,141.8294586181641,4.960434436798097
125,120,0,0.42121422290802,0.01207264957264957,588.8179406380374,470.3203113394553,988.4480312046496,0.105530746281147,0.8252228498458862,46.1429084777832,174.601254272461,4.678603172302246
126,140,1,0.4143367409706116,0.01731669096878324,1436.34931537467,896.9401143779328,1434.926881169891,0.1305165588855743,0.8956588506698608,88.92513122558594,190.6967529296875,3.576133251190185
127,60,0,0.3159035742282867,0.0135056594452436,641.8286192407445,472.2630983550965,928.1809540985382,0.08763100951910019,0.9184665679931641,50.15889358520508,114.1358963012695,3.382443428039551
128,80,1,0.3875240981578827,0.01377260330269745,655.752320868201,478.8000127130518,831.1324670785091,0.08138833940029144,0.8609696626663208,23.44775543212891,129.0045104980469,5.2078537940979
129,100,0,0.4663463234901428,0.01519289419987844,1006.501500455835,693.7112191301918,1162.877249656877,0.05497655272483826,0.8846099972724915,20.87557334899902,95.89692459106443,5.781076431274414
130,120,1,0.4132312536239624,0.01387700934071902,982.0263120384449,565.411245173208,988.6119145716884,0.0759521946310997,0.8446136116981506,21.4449462890625,151.7880630493164,7.413838863372803
131,140,0,0.3600392937660217,0.02315965375908277,2517.526123439097,1339.464818704349,2241.219167282044,0.1319520026445389,0.8608103394508362,99.60602722167972,191.5016784667969,2.587974786758423
132,60,1,0.3050452470779419,0.01311896424279166,679.3997659507147,525.4962155463421,934.3206036201108,0.07564269751310349,0.924236297607422,48.88669586181641,98.2652587890625,2.973974466323853
133,80,0,0.3623237311840057,0.03112785816362987,1772.800278175732,1427.646293009013,1699.451899140679,0.07748247683048247,0.9922635555267334,16.28637886047363,120.7634124755859,10.04540920257568
134,100,1,0.3301985263824463,0.03716914909256142,2907.309310355196,1613.643770226764,2168.533865475906,0.1002914011478424,0.9223402738571168,62.34439849853518,132.3713607788086,4.110908031463623
135,120,0,0.3532601296901703,0.02601007621707321,2749.176665996989,1509.489551354131,2065.670783679567,0.09641183167696,0.9153674840927124,20.7709171295166,137.3631042480469,3.855583906173706
136,140,1,0.3478932082653046,0.03778746379730327,3398.509663444021,1884.606467473695,2425.671168575041,0.07813522964715958,0.7711866497993469,8.81952133178711,149.3918518066406,7.491590023040771
137,60,0,0.3063513934612274,0.01949335224744103,1310.77081687767,777.8028796032393,1240.476825376461,0.05744508653879165,0.9459487199783324,18.48577308654785,103.9748947143555,5.756532192230225
138,80,1,0.3141376078128815,0.01843885208524084,1257.223007156129,763.5687330170862,1232.432514900605,0.08782041817903519,0.9039198756217957,35.74155807495117,149.7133941650391,4.407427787780762
139,100,0,0.4025175869464874,0.01646961972954313,1121.65616388469,698.4146950274134,1166.006459292085,0.1125273257493973,0.8965079784393309,31.38257026672364,188.8096618652344,4.209018230438232
140,120,1,0.3823404610157013,0.01863772596181033,1501.830524587228,854.6787857989125,1298.607169874975,0.0917123481631279,0.970557689666748,45.85685920715332,130.4565963745117,3.701637506484987
141,140,0,0.375679075717926,0.02227151850645826,1821.76507665521,1012.755628290914,1501.441312985216,0.09215990453958513,0.8425703644752502,32.09346160888672,177.9772720336914,4.925906658172607
142,60,1,0.2949771881103516,0.02059643413900616,1467.955601271935,981.1287216991244,1353.500070894781,0.05640741810202599,0.9433671832084656,16.19007949829102,91.52246704101564,10.8749828338623
143,80,0,0.3635426163673401,0.03169305608263561,3402.307377887535,1671.422041657498,2279.308805778704,0.05908673256635667,1.022554278373718,30.41881103515625,80.56006546020508,3.766358137130737
144,100,1,0.4157671332359314,0.0135381169616357,877.5532410234489,547.6176055910198,1056.989668791026,0.08986607193946837,0.9138593077659608,35.63173637390137,143.9027496337891,4.692051887512207
145,120,0,0.3935708403587341,0.01819334911699055,1154.23848894742,731.5250743186873,1210.697600329775,0.09914938360452652,0.9223372340202332,64.61162490844727,194.587614440918,4.023760318756104
146,140,1,0.3853459358215332,0.02093322631754503,1717.440528994033,923.6530417861028,1326.245400976348,0.08283855020999907,0.8427200317382812,26.71890144348144,144.5713943481445,4.4481201171875
147,60,0,0.3495566248893738,0.01645870328090647,1080.420576953565,681.2661424480898,1152.906987987503,0.08443789184093475,0.9407075643539428,50.67908897399904,117.3473510742188,3.264191865921022
148,80,1,0.3035346269607544,0.02168850663735239,2017.404341116339,1127.639194829888,1628.073746538462,0.08260098844766617,0.9702453017234802,23.670463180542,122.4545974731445,4.383604526519775
149,100,0,0.3495486378669739,0.03832462922770845,3482.081166125085,1780.683954257479,2291.737032168843,0.06772740185260773,0.9008986353874208,9.624151611328122,107.8766983032227,5.080869674682617
150,120,1,0.4546972215175629,0.01333141974427311,1031.620783926872,629.8706728876039,1244.68445386819,0.0842059925198555,0.9972854852676392,40.14642333984375,111.7367477416992,4.128340244293213
151,140,0,0.4947863221168518,0.01633657565617732,1385.155582645216,757.7363097715794,1204.086977167097,0.08627627044916153,0.9305665493011476,38.63420486450195,115.6244201660156,3.603280305862426
152,60,1,0.3565489649772644,0.01688101522660346,1157.685576052919,702.1691833106353,1235.309571204888,0.06305952370166779,0.9854373335838318,35.89911651611328,87.42127990722656,4.042640686035156
153,80,0,0.4636744558811188,0.01383447516683076,1381.47935544596,789.9117460560033,1474.940554742426,0.06202779337763786,1.015208959579468,26.04222984313965,81.80087432861328,4.264820575714111
